,FPI All / 1045,FPI ж / 696,FPI м / 343,FPI н / 6,FPI повествование / 553,FPI описание / 325,FPI официальный / 167,BIG5 All / 536,BIG5 ж / 338,BIG5 м / 198,BIG5 описание / 261,BIG5 повествование / 203,BIG5 рассуждение / 72
душа_NOUN,56,44,12,0,21,32,3,29,22,7,11,15,3
представлять_VERB,56,42,14,0,38,15,3,13,10,3,4,9,0
съездить_VERB,56,36,20,0,55,1,0,6,3,3,0,4,2
измениться_VERB,55,46,9,0,47,8,0,24,18,6,1,22,1
старость_NOUN,55,44,11,0,2,52,1,18,11,7,18,0,0
хоть_ADV,55,43,12,0,44,10,1,18,10,8,3,13,2
английский_ADJ,55,41,14,0,24,0,31,7,5,2,0,7,0
их_DET,55,39,15,1,14,37,4,39,31,8,29,7,3
всем_PRON,55,43,12,0,39,14,2,20,17,3,4,15,1
задний_ADJ,54,40,14,0,5,48,1,29,19,10,28,1,0
качество_NOUN,54,30,23,1,1,3,50,7,4,3,3,4,0
грустный_ADJ,54,45,9,0,25,28,1,19,12,7,17,2,0
пытаться_VERB,54,36,17,1,24,25,5,23,13,10,16,6,1
отношение_NOUN,54,41,13,0,25,25,4,16,13,3,7,9,0
чёрный_ADJ,54,43,11,0,9,45,0,16,13,3,13,2,1
наверно_ADV,53,45,8,0,43,9,1,16,14,2,5,11,0
утро_NOUN,53,36,16,1,47,5,1,20,10,10,10,8,2
жаль_ADV,53,41,12,0,49,4,0,18,12,6,1,17,0
данной_ADJ,52,31,20,1,1,24,27,32,26,6,32,0,0
звать_VERB,52,29,23,0,23,4,25,14,13,1,5,9,0
вчера_ADV,52,36,16,0,49,3,0,14,11,3,3,10,1
одной_NUM,52,40,12,0,27,19,6,19,13,6,13,6,0
т.к_PROPN,52,32,20,0,14,16,22,0,0,0,0,0,0
выйти_VERB,52,39,13,0,38,12,2,25,16,9,10,14,1
возраст_NOUN,52,39,13,0,3,42,7,18,12,6,15,3,0
всех_PRON,52,35,17,0,39,9,4,12,8,4,4,7,1
уйти_VERB,51,37,14,0,15,33,3,26,14,12,17,9,0
сила_NOUN,51,40,11,0,15,24,12,7,3,4,3,4,0
самое_ADJ,51,38,13,0,42,7,2,16,10,6,7,8,1
тем_PRON,51,35,15,1,21,26,4,23,16,7,10,11,2
переживать_VERB,51,44,7,0,30,19,2,33,27,6,21,12,0
опять_ADV,50,31,18,1,47,3,0,13,9,4,0,12,1
рождение_NOUN,50,40,9,1,40,3,7,22,15,7,2,17,3
сначала_ADV,50,40,10,0,37,10,3,18,12,6,4,6,8
волос_NOUN,50,45,5,0,4,45,1,15,11,4,14,1,0
другой_ADJ,49,37,12,0,23,20,6,25,15,10,12,13,0
возможность_NOUN,49,39,10,0,36,6,7,9,4,5,2,7,0
проводить_VERB,49,37,10,2,43,4,2,16,8,8,3,13,0
маленький_ADJ,49,41,7,1,32,15,2,18,13,5,7,10,1
история_NOUN,49,38,11,0,27,19,3,12,9,3,11,1,0
прийтись_VERB,49,35,14,0,34,9,6,18,10,8,2,14,2
тогда_ADV,49,38,11,0,35,12,2,23,16,7,11,10,2
раньше_ADV,49,33,16,0,40,8,1,24,13,11,3,20,1
чувствовать_VERB,48,44,4,0,26,21,1,19,13,6,8,10,1
пора_NOUN,48,37,11,0,42,5,1,20,11,9,1,19,0
принять_VERB,48,34,14,0,6,11,31,7,7,0,5,2,0
квартира_NOUN,48,37,11,0,44,3,1,43,29,14,2,16,25
огромный_ADJ,48,31,15,2,36,6,6,14,11,3,2,9,3
муж_NOUN,48,41,7,0,20,26,2,31,27,4,20,10,1
поговорить_VERB,48,36,12,0,43,5,0,19,15,4,3,16,0
чувство_NOUN,48,42,6,0,15,28,5,39,29,10,24,7,8
одна_NUM,48,32,16,0,18,27,3,21,12,9,15,6,0
факультет_NOUN,48,37,11,0,33,0,15,8,5,3,0,8,0
отличный_ADJ,47,31,16,0,43,0,4,14,5,9,1,13,0
здоровый_ADJ,47,31,16,0,38,7,2,16,9,7,6,9,1
осень_NOUN,47,39,8,0,46,1,0,2,0,2,0,2,0
приходить_VERB,47,40,7,0,23,20,4,10,8,2,5,5,0
дальше_ADV,47,29,18,0,26,19,2,25,12,13,16,6,3
звонить_VERB,47,32,15,0,46,1,0,8,2,6,0,8,0
многое_NOUN,47,37,9,1,29,15,3,17,12,5,5,12,0
много_NUM,47,39,8,0,38,7,2,20,15,5,3,14,3
улыбка_NOUN,46,34,12,0,6,39,1,14,11,3,13,1,0
смерть_NOUN,46,32,14,0,4,41,1,17,9,8,14,2,1
появиться_VERB,46,33,13,0,38,8,0,18,6,12,7,10,1
находиться_VERB,46,34,12,0,12,33,1,28,21,7,19,8,1
которой_PRON,46,32,14,0,22,19,5,27,15,12,16,9,2
отдых_NOUN,46,26,20,0,41,1,4,16,12,4,4,8,4
перед_ADP,46,32,13,1,22,18,6,16,11,5,11,3,2
похожий_ADJ,46,31,15,0,12,32,2,13,8,5,10,2,1
всё_PRON,46,36,10,0,38,7,1,43,16,27,9,34,0
3_NUM,46,31,15,0,33,3,10,19,13,6,3,10,6
назад_ADV,46,28,18,0,32,11,3,20,9,11,6,14,0
дочь_NOUN,46,35,11,0,2,43,1,43,34,9,42,1,0
друга_PRON,46,34,12,0,23,23,0,13,9,4,8,5,0
замечательный_ADJ,46,36,9,1,42,2,2,14,11,3,2,12,0
ее_PRON,45,37,8,0,5,39,1,25,20,5,23,2,0
право_NOUN,45,30,15,0,31,8,6,18,12,6,4,13,1
постоянно_ADV,45,37,8,0,31,12,2,16,12,4,2,13,1
сестра_NOUN,45,37,8,0,39,6,0,14,12,2,3,11,0
погода_NOUN,45,29,16,0,42,3,0,25,19,6,3,22,0
диплом_NOUN,45,26,19,0,14,0,31,38,34,4,0,38,0
пока_SCONJ,45,37,8,0,33,11,1,21,14,7,2,15,4
москва_PROPN,44,33,11,0,38,1,5,14,8,6,0,12,2
успеть_VERB,44,30,14,0,34,10,0,5,4,1,0,5,0
событие_NOUN,44,29,15,0,27,14,3,27,20,7,2,19,6
помогать_VERB,44,33,11,0,23,16,5,17,10,7,6,10,1
лишь_PART,44,35,9,0,20,23,1,18,10,8,8,9,1
легко_ADV,43,33,10,0,7,5,31,8,4,4,1,6,1
начинать_VERB,43,36,7,0,33,8,2,17,8,9,8,9,0
возможный_ADJ,43,32,11,0,11,27,5,19,13,6,13,5,1
милый_ADJ,43,42,1,0,32,10,1,12,11,1,4,8,0
обладать_VERB,43,28,14,1,0,3,40,2,2,0,1,1,0
ответственный_ADJ,43,24,19,0,5,2,36,2,1,1,0,2,0
несколько_NUM,43,32,11,0,23,11,9,23,16,7,13,8,2
знание_NOUN,42,26,16,0,13,2,27,5,1,4,1,4,0
собраться_VERB,42,32,10,0,37,5,0,16,13,3,4,11,1
час_NOUN,42,29,12,1,34,7,1,14,7,7,4,8,2
любой_DET,42,32,10,0,10,16,16,12,10,2,3,7,2
профессия_NOUN,42,30,12,0,20,1,21,4,2,2,1,3,0
показать_VERB,42,30,12,0,7,34,1,17,12,5,11,6,0
видно_ADV,41,30,11,0,5,36,0,29,17,12,25,3,1
готовиться_VERB,41,32,9,0,38,3,0,11,9,2,3,8,0
тёмный_ADJ,41,33,8,0,4,36,1,12,8,4,11,1,0
лучше_ADV,41,27,13,1,30,5,6,18,17,1,7,10,1
привести_VERB,41,24,17,0,3,32,6,28,15,13,25,2,1
некоторый_DET,41,33,8,0,28,7,6,16,11,5,2,8,6
вопрос_NOUN,41,28,13,0,22,16,3,16,12,4,8,8,0
прекрасный_ADJ,41,31,9,1,17,18,6,23,16,7,11,9,3
важный_ADJ,41,29,12,0,12,18,11,16,12,4,9,6,1
пиши_VERB,41,26,14,1,41,0,0,10,5,5,0,10,0
слово_NOUN,41,31,10,0,25,15,1,24,16,8,11,13,0
готовый_ADJ,41,32,9,0,13,14,14,13,7,6,5,8,0
сходить_VERB,40,30,10,0,39,1,0,17,10,7,0,16,1
дать_VERB,40,28,12,0,24,15,1,18,15,3,6,7,5
внук_NOUN,40,29,11,0,2,37,1,20,13,7,20,0,0
сколько_NUM,40,26,13,1,35,4,1,13,8,5,3,9,1
прошлый_ADJ,40,26,14,0,33,5,2,15,10,5,3,12,0
будут_AUX,40,28,12,0,17,17,6,26,18,8,15,10,1
занять_VERB,40,25,15,0,32,3,5,25,16,9,10,15,0
страшный_ADJ,40,30,10,0,24,16,0,10,9,1,7,3,0
желать_VERB,40,30,10,0,14,17,9,13,9,4,6,7,0
счастие_NOUN,40,34,6,0,16,24,0,10,8,2,2,4,4
внимание_NOUN,40,29,10,1,7,19,14,22,19,3,16,5,1
сожаление_NOUN,40,33,7,0,23,13,4,11,9,2,4,7,0
безумно_ADV,40,36,4,0,38,2,0,8,8,0,1,7,0
брат_NOUN,39,21,18,0,34,5,0,14,8,6,3,9,2
случиться_VERB,39,30,9,0,22,17,0,18,9,9,11,7,0
:)_PUNCT,39,28,11,0,38,1,0,0,0,0,0,0,0
лёгкий_ADJ,39,32,7,0,19,16,4,17,14,3,7,10,0
эмоция_NOUN,39,29,10,0,28,11,0,26,23,3,9,14,3
крутой_ADJ,39,28,11,0,39,0,0,16,8,8,1,14,1
юноша_NOUN,39,34,5,0,1,38,0,10,7,3,10,0,0
передавать_VERB,39,24,15,0,35,4,0,14,7,7,1,13,0
находить_VERB,39,33,6,0,6,2,31,3,3,0,0,3,0
получаться_VERB,39,29,10,0,32,6,1,6,5,1,0,6,0
приятный_ADJ,39,30,9,0,27,9,3,12,9,3,6,5,1
снова_ADV,39,27,12,0,30,9,0,9,8,1,3,6,0
честно_ADV,39,29,10,0,33,5,1,8,4,4,3,5,0
чуть_ADV,38,26,11,1,30,7,1,8,5,3,2,6,0
заняться_VERB,38,22,16,0,35,3,0,14,9,5,1,11,2
вид_NOUN,38,29,9,0,11,24,3,31,16,15,20,7,4
уметь_VERB,38,24,14,0,9,6,23,7,5,2,0,6,1
-_PROPN,38,23,14,1,23,8,7,8,1,7,4,2,2
являться_VERB,38,26,11,1,3,17,18,15,10,5,14,1,0
удача_NOUN,38,13,24,1,36,1,1,8,3,5,0,7,1
морщина_NOUN,38,34,4,0,0,37,1,7,6,1,7,0,0
встречаться_VERB,38,26,12,0,35,2,1,9,6,3,2,7,0
три_NUM,38,26,12,0,29,1,8,16,13,3,5,8,3
свадьба_NOUN,37,33,4,0,35,2,0,18,17,1,0,18,0
сдавать_VERB,37,25,11,1,35,1,1,7,3,4,0,6,1
задуматься_VERB,37,31,6,0,3,33,1,34,22,12,33,0,1
куча_NOUN,37,27,10,0,33,3,1,5,4,1,0,5,0
сегодня_ADV,37,31,6,0,33,4,0,14,10,4,2,12,0
5_NUM,37,23,14,0,18,6,13,12,7,5,3,6,3
занятие_NOUN,37,26,10,1,33,3,1,14,9,5,5,9,0
родный_ADJ,37,28,9,0,20,17,0,16,7,9,7,9,0
показывать_VERB,37,28,9,0,8,27,2,8,6,2,7,0,1
судьба_NOUN,37,29,7,1,5,30,2,13,9,4,8,3,2
образ_NOUN,37,27,9,1,7,24,6,13,7,6,12,0,1
предмет_NOUN,37,23,14,0,32,3,2,14,7,7,4,9,1
вещь_NOUN,37,31,6,0,25,10,2,15,13,2,5,3,7
рядом_ADV,37,34,3,0,21,16,0,13,12,1,9,4,0
всего_PART,36,26,10,0,30,5,1,11,6,5,2,8,1
решение_NOUN,36,28,8,0,4,17,15,11,11,0,8,2,1
ответить_VERB,36,26,10,0,23,10,3,9,4,5,4,5,0
общение_NOUN,36,27,9,0,28,2,6,9,4,5,1,8,0
особенно_ADV,36,30,6,0,29,6,1,14,8,6,1,12,1
выходить_VERB,36,29,7,0,31,3,2,6,5,1,3,3,0
слушать_VERB,36,30,6,0,21,14,1,7,4,3,4,3,0
короче_ADV,36,26,10,0,34,2,0,9,7,2,0,8,1
задумчивый_ADJ,36,31,5,0,0,35,1,25,17,8,25,0,0
скучный_ADJ,36,23,13,0,33,2,1,14,7,7,1,13,0
трудный_ADJ,36,25,10,1,22,10,4,15,12,3,5,7,3
закончиться_VERB,36,22,14,0,28,8,0,8,7,1,3,5,0
красота_NOUN,36,29,7,0,10,25,1,11,7,4,4,6,1
практика_NOUN,36,30,6,0,29,0,7,7,4,3,3,4,0
спина_NOUN,35,31,4,0,2,32,1,19,9,10,19,0,0
классный_ADJ,35,28,7,0,35,0,0,4,2,2,0,4,0
долгий_ADJ,35,27,6,2,14,16,5,14,11,3,7,5,2
которых_PRON,35,24,9,2,19,13,3,10,9,1,3,6,1
зато_CCONJ,35,27,8,0,31,3,1,8,6,2,0,8,0
выходной_ADJ,35,28,7,0,32,1,2,9,6,3,0,9,0
вспомнить_VERB,35,28,7,0,22,13,0,12,6,6,5,7,0
передний_ADJ,35,23,12,0,1,33,1,33,23,10,32,1,0
мир_NOUN,35,27,8,0,10,23,2,34,19,15,15,14,5
выбор_NOUN,35,22,13,0,14,8,13,16,10,6,8,8,0
над_ADP,34,18,14,2,13,21,0,18,14,4,12,6,0
путь_NOUN,34,22,12,0,13,18,3,7,3,4,3,4,0
кино_NOUN,34,30,4,0,34,0,0,11,7,4,0,11,0
нибудь_DET,34,22,12,0,22,12,0,20,13,7,1,5,14
радость_NOUN,34,28,6,0,22,12,0,29,18,11,9,8,12
целую_PROPN,34,33,1,0,34,0,0,8,8,0,0,8,0
будешь_AUX,34,26,8,0,33,1,0,9,6,3,0,9,0
преподаватель_NOUN,34,26,7,1,26,0,8,6,6,0,1,5,0
обещать_VERB,34,27,7,0,29,1,4,5,0,5,0,5,0
сзади_ADV,33,24,9,0,2,30,1,18,8,10,18,0,0
единственный_ADJ,33,26,7,0,22,11,0,8,5,3,6,2,0
задумываться_VERB,33,23,10,0,9,24,0,13,12,1,2,10,1
прожить_VERB,33,27,6,0,4,27,2,7,5,2,6,0,1
наблюдать_VERB,33,21,11,1,4,25,4,22,13,9,21,1,0
живой_ADJ,33,26,7,0,21,11,1,9,7,2,4,5,0
деревня_NOUN,33,20,13,0,22,10,1,19,12,7,13,5,1
концерт_NOUN,33,23,10,0,32,0,1,8,3,5,0,8,0
обычно_ADV,33,23,10,0,26,5,2,21,16,5,6,14,1
умереть_VERB,33,21,12,0,9,23,1,10,8,2,8,1,1
речка_NOUN,33,16,16,1,33,0,0,4,3,1,0,3,1
спорт_NOUN,33,8,25,0,24,1,8,12,3,9,2,9,1
цель_NOUN,33,22,11,0,12,9,12,11,7,4,5,5,1
уверенный_ADJ,33,16,16,1,7,17,9,7,1,6,3,3,1
фотография_NOUN,33,28,5,0,22,8,3,9,6,3,3,6,0
небольшой_ADJ,32,21,11,0,13,12,7,6,4,2,2,3,1
дальнейший_ADJ,32,19,12,1,11,16,5,19,15,4,6,5,8
папа_NOUN,32,28,4,0,27,4,1,8,8,0,0,5,3
каникулы_NOUN,32,25,6,1,32,0,0,14,11,3,1,13,0
инженер_NOUN,32,14,17,1,6,1,25,2,1,1,0,2,0
седой_ADJ,32,27,5,0,0,31,1,6,5,1,6,0,0
начало_NOUN,32,23,9,0,28,3,1,18,11,7,5,11,2
переехать_VERB,32,21,11,0,28,2,2,9,7,2,0,9,0
принцип_NOUN,32,20,12,0,31,1,0,13,12,1,0,13,0
надоесть_VERB,32,21,11,0,28,3,1,14,8,6,1,12,1
дождаться_VERB,32,25,7,0,23,9,0,15,12,3,1,14,0
сфера_NOUN,32,17,15,0,3,1,28,3,3,0,1,2,0
выбрать_VERB,32,22,10,0,19,4,9,3,3,0,0,3,0
жениться_VERB,32,15,17,0,25,6,1,6,4,2,2,3,1
девочка_NOUN,32,29,3,0,28,4,0,10,8,2,2,7,1
жена_NOUN,32,16,16,0,18,13,1,20,17,3,16,4,0
заканчивать_VERB,32,27,5,0,31,0,1,16,15,1,2,14,0
нибудь_PRON,32,27,5,0,27,5,0,13,9,4,4,6,3
третий_ADJ,32,20,11,1,26,3,3,7,4,3,6,1,0
совет_NOUN,32,27,4,1,10,18,4,16,11,5,12,2,2
слишком_ADV,31,19,11,1,16,13,2,8,5,3,6,2,0
художник_NOUN,31,22,9,0,0,30,1,7,2,5,7,0,0
улица_NOUN,31,21,10,0,20,10,1,20,14,6,6,12,2
слышать_VERB,31,20,10,1,25,3,3,12,5,7,3,9,0
задание_NOUN,31,22,9,0,21,3,7,3,2,1,0,3,0
разговор_NOUN,31,22,9,0,13,15,3,13,11,2,10,3,0
довольно_ADV,31,19,12,0,15,12,4,18,13,5,13,5,0
танец_NOUN,31,26,5,0,29,0,2,6,5,1,1,5,0
относиться_VERB,31,17,14,0,12,6,13,6,5,1,3,3,0
спросить_VERB,31,25,6,0,19,9,3,11,7,4,3,8,0
замуж_ADV,31,28,3,0,27,3,1,15,15,0,2,13,0
ощущение_NOUN,30,22,8,0,15,14,1,13,10,3,10,3,0
повод_NOUN,30,21,9,0,18,8,4,7,7,0,2,5,0
читать_VERB,30,20,10,0,27,0,3,10,8,2,3,7,0
настроение_NOUN,30,26,3,1,25,4,1,12,11,1,2,9,1
редко_ADV,30,25,5,0,27,3,0,11,9,2,3,8,0
август_NOUN,30,22,7,1,30,0,0,6,6,0,0,6,0
например_ADV,30,17,13,0,16,13,1,18,13,5,3,6,9
спать_VERB,30,19,11,0,22,8,0,10,6,4,3,6,1
жизненный_ADJ,30,22,8,0,3,24,3,11,9,2,8,2,1
мечта_NOUN,30,21,9,0,22,4,4,24,16,8,6,11,7
государственный_ADJ,30,18,11,1,9,0,21,6,3,3,1,5,0
бровь_NOUN,30,27,3,0,0,30,0,7,6,1,7,0,0
ни_CCONJ,30,23,7,0,17,10,3,5,5,0,1,4,0
интерес_NOUN,30,15,14,1,14,9,7,6,4,2,4,2,0
других_ADJ,30,22,8,0,11,10,9,11,6,5,7,4,0
страна_NOUN,30,21,9,0,21,3,6,17,9,8,1,10,6
отлично_ADV,30,15,14,1,21,0,9,11,9,2,2,9,0
одну_NUM,29,17,12,0,13,14,2,8,6,2,5,2,1
переживание_NOUN,29,24,4,1,8,20,1,16,11,5,9,7,0
сей_DET,29,25,4,0,24,4,1,6,4,2,0,6,0
поступок_NOUN,29,22,7,0,1,24,4,7,7,0,6,1,0
педагогический_ADJ,29,26,3,0,27,0,2,3,2,1,1,2,0
учебный_ADJ,29,20,9,0,27,0,2,3,2,1,1,2,0
мнение_NOUN,29,18,11,0,1,26,2,24,18,6,21,3,0
поскорее_ADV,29,20,9,0,25,3,1,9,8,1,3,5,1
приходиться_VERB,29,20,9,0,23,6,0,9,7,2,5,4,0
искать_VERB,29,15,13,1,17,7,5,17,11,6,5,11,1
другу_PRON,29,19,10,0,17,12,0,7,4,3,2,5,0
поставить_VERB,29,15,14,0,12,5,12,7,5,2,3,3,1
сентябрь_NOUN,29,21,8,0,28,0,1,5,4,1,0,5,0
армия_NOUN,29,18,11,0,26,3,0,12,4,8,1,11,0
между_ADP,29,20,9,0,10,18,1,17,12,5,15,2,0
учитель_NOUN,29,26,3,0,26,1,2,4,2,2,2,2,0
продолжать_VERB,28,16,11,1,17,9,2,8,2,6,3,5,0
уходить_VERB,28,18,10,0,13,14,1,12,9,3,8,3,1
выглядеть_VERB,28,23,5,0,6,22,0,27,20,7,21,6,0
обо_ADP,28,25,3,0,21,4,3,11,7,4,0,11,0
целое_NOUN,28,18,9,1,22,5,1,12,9,3,3,8,1
необходимый_ADJ,28,19,9,0,7,6,15,7,7,0,1,1,5
короткий_ADJ,28,17,11,0,17,11,0,10,7,3,5,4,1
ужасный_ADJ,28,23,5,0,22,6,0,5,4,1,3,1,1
точно_ADV,28,22,6,0,20,6,2,13,10,3,5,8,0
сердце_NOUN,28,22,6,0,9,18,1,9,4,5,6,3,0
черта_NOUN,28,17,10,1,4,19,5,6,6,0,6,0,0
никак_ADV,28,22,6,0,23,4,1,11,9,2,4,7,0
нет_PART,28,22,5,1,23,4,1,11,9,2,5,6,0
автор_NOUN,28,17,11,0,1,27,0,11,6,5,11,0,0
успех_NOUN,28,14,14,0,22,3,3,11,6,5,2,9,0
ехать_VERB,28,20,8,0,26,2,0,11,8,3,3,8,0
полностью_ADV,28,17,11,0,9,5,14,1,1,0,0,1,0
погулять_VERB,28,20,8,0,26,2,0,19,12,7,2,17,0
глядеть_VERB,28,25,3,0,2,25,1,5,5,0,5,0,0
позвонить_VERB,27,22,5,0,25,1,1,7,4,3,1,5,1
отец_NOUN,27,10,16,1,16,11,0,21,16,5,20,1,0
которую_PRON,27,20,7,0,19,6,2,11,7,4,4,4,3
золотой_ADJ,27,22,5,0,24,1,2,1,1,0,1,0,0
уж_PART,27,22,5,0,21,6,0,3,3,0,1,2,0
верить_VERB,27,23,4,0,13,13,1,9,6,3,4,5,0
дорога_NOUN,27,18,9,0,19,6,2,5,4,1,2,3,0
книга_NOUN,27,19,8,0,23,1,3,45,27,18,35,9,1
клуб_NOUN,27,17,10,0,26,0,1,10,5,5,0,8,2
красный_ADJ,27,16,10,1,7,3,17,7,6,1,0,7,0
детство_NOUN,27,12,15,0,15,7,5,14,7,7,3,11,0
правильный_ADJ,27,19,8,0,6,13,8,7,5,2,4,3,0
улыбаться_VERB,27,22,5,0,9,18,0,10,6,4,9,1,0
уважение_NOUN,27,12,15,0,9,2,16,6,2,4,2,4,0
идея_NOUN,27,16,10,1,11,5,11,4,3,1,1,3,0
холодный_ADJ,27,24,3,0,19,8,0,11,5,6,5,6,0
здоровье_NOUN,27,15,12,0,24,2,1,10,7,3,0,9,1
самом_ADJ,27,19,8,0,19,8,0,15,10,5,5,8,2
бросить_VERB,27,18,9,0,19,8,0,11,7,4,5,5,1
приезд_NOUN,27,22,5,0,27,0,0,6,6,0,1,5,0
область_NOUN,27,16,11,0,7,1,19,3,0,3,0,2,1
представить_VERB,27,21,6,0,12,12,3,14,7,7,10,4,0
тёплый_ADJ,27,24,3,0,22,5,0,20,16,4,4,15,1
окно_NOUN,27,20,7,0,4,22,1,15,10,5,7,8,0
ремонт_NOUN,26,11,15,0,25,0,1,8,6,2,0,4,4
отметить_VERB,26,14,11,1,19,0,7,17,9,8,3,10,4
самый_ADJ,26,20,6,0,17,5,4,4,2,2,2,1,1
отмечать_VERB,26,23,3,0,26,0,0,10,9,1,1,8,1
довольный_ADJ,26,17,9,0,13,9,4,8,6,2,3,3,2
очередь_NOUN,26,18,8,0,11,12,3,27,24,3,9,5,13
это_PART,26,20,6,0,11,13,2,29,19,10,12,12,5
характер_NOUN,26,17,9,0,6,10,10,7,5,2,6,1,0
случай_NOUN,26,21,5,0,11,14,1,15,7,8,9,6,0
становиться_VERB,26,20,6,0,14,12,0,13,12,1,6,7,0
особо_ADV,26,20,6,0,22,4,0,17,13,4,6,11,0
странный_ADJ,26,22,4,0,10,16,0,14,7,7,11,3,0
результат_NOUN,26,15,10,1,20,3,3,7,4,3,3,4,0
привыкнуть_VERB,26,19,7,0,21,3,2,10,8,2,1,9,0
достаточно_ADV,26,19,7,0,5,12,9,5,3,2,2,3,0
пиши_PROPN,26,18,8,0,26,0,0,5,4,1,0,5,0
программа_NOUN,25,13,12,0,10,0,15,1,1,0,0,1,0
подойти_VERB,25,17,8,0,8,13,4,9,7,2,6,3,0
ответственность_NOUN,25,15,10,0,3,2,20,0,0,0,0,0,0
оно_PRON,25,18,7,0,18,7,0,8,2,6,5,3,0
телефон_NOUN,25,17,8,0,24,1,0,6,1,5,1,5,0
либо_CCONJ,25,15,10,0,10,12,3,18,12,6,13,3,2
природа_NOUN,25,16,9,0,20,4,1,5,2,3,3,2,0
болеть_VERB,25,14,11,0,23,1,1,5,2,3,2,3,0
учить_VERB,25,21,4,0,22,3,0,7,3,4,4,3,0
*_PUNCT,25,22,3,0,25,0,0,0,0,0,0,0,0
оставить_VERB,25,15,10,0,12,9,4,6,6,0,1,2,3
успевать_VERB,25,18,7,0,23,2,0,2,2,0,0,2,0
самого_ADJ,25,17,8,0,15,6,4,7,4,3,3,4,0
различный_ADJ,25,11,14,0,12,4,9,4,0,4,1,2,1
ещё_ADV,25,21,4,0,17,4,4,9,2,7,1,8,0
передать_VERB,25,21,4,0,18,6,1,6,4,2,3,2,1
приветик_NOUN,25,25,0,0,25,0,0,3,3,0,0,3,0
спокойный_ADJ,25,18,6,1,13,11,1,13,11,2,12,1,0
хоть_SCONJ,25,14,11,0,18,6,1,8,6,2,0,8,0
значить_VERB,25,19,6,0,10,10,5,7,4,3,4,1,2
встретить_VERB,25,19,6,0,20,5,0,11,9,2,3,8,0
платок_NOUN,25,19,6,0,0,25,0,13,11,2,13,0,0
устать_VERB,25,19,6,0,24,1,0,17,11,6,9,8,0
оказаться_VERB,25,21,4,0,18,6,1,10,6,4,5,4,1
основный_ADJ,24,17,7,0,19,3,2,5,3,2,0,4,1
организация_NOUN,24,10,14,0,2,0,22,4,3,1,0,2,2
забрать_VERB,24,18,6,0,14,10,0,3,3,0,2,1,0
коммуникабельный_ADJ,24,19,5,0,0,0,24,0,0,0,0,0,0
радовать_VERB,24,19,5,0,21,2,1,14,13,1,0,12,2
русский_ADJ,24,16,8,0,14,3,7,4,4,0,4,0,0
получать_VERB,24,15,9,0,19,2,3,11,8,3,2,7,2
одноклассник_NOUN,24,20,4,0,24,0,0,5,5,0,0,5,0
фильм_NOUN,24,17,7,0,20,4,0,16,13,3,1,14,1
вести_VERB,24,19,5,0,9,9,6,15,10,5,6,8,1
иметься_VERB,24,13,11,0,1,1,22,1,1,0,0,0,1
прошлое_NOUN,24,19,5,0,5,19,0,7,6,1,6,1,0
минута_NOUN,24,17,7,0,14,9,1,11,5,6,5,6,0
p.s._PROPN,24,16,8,0,21,2,1,3,2,1,0,3,0
ошибка_NOUN,24,18,6,0,1,18,5,6,4,2,4,1,1
достойный_ADJ,24,17,7,0,8,10,6,6,4,2,0,5,1
действие_NOUN,24,20,4,0,5,16,3,11,7,4,10,0,1
праздник_NOUN,24,19,5,0,20,3,1,15,12,3,0,15,0
видимо_ADV,24,17,7,0,3,21,0,17,13,4,17,0,0
магазин_NOUN,24,14,10,0,18,3,3,15,11,4,1,7,7
пережить_VERB,24,20,4,0,5,19,0,5,2,3,5,0,0
попасть_VERB,24,16,8,0,19,4,1,7,3,4,4,2,1
подумать_VERB,24,15,9,0,15,8,1,22,13,9,10,4,8
оставаться_VERB,24,18,6,0,14,7,3,16,13,3,9,5,2
жалко_ADV,24,14,10,0,20,3,1,6,5,1,2,4,0
брать_VERB,24,16,8,0,21,2,1,5,3,2,1,4,0
серьёзный_ADJ,24,15,9,0,5,12,7,14,9,5,10,4,0
нему_PRON,24,22,2,0,16,7,1,9,6,3,6,3,0
специалист_NOUN,23,12,11,0,3,0,20,1,1,0,0,1,0
вызывать_VERB,23,15,7,1,6,16,1,11,8,3,11,0,0
смысл_NOUN,23,15,8,0,9,14,0,17,12,5,8,8,1
студент_NOUN,23,13,10,0,18,1,4,6,1,5,1,5,0
летний_ADJ,23,21,2,0,21,2,0,3,2,1,2,1,0
класс_NOUN,23,19,4,0,22,0,1,11,7,4,2,8,1
студенческий_ADJ,23,17,6,0,22,0,1,7,4,3,0,5,2
чтоб_SCONJ,23,16,7,0,18,3,2,5,2,3,1,4,0
окончание_NOUN,23,19,4,0,16,0,7,5,4,1,1,4,0
уверена_ADJ,23,22,1,0,10,7,6,8,8,0,1,7,0
готовить_VERB,23,18,5,0,18,4,1,5,1,4,1,4,0
старший_ADJ,23,15,7,1,9,10,4,12,7,5,11,1,0
впереди_ADV,23,16,7,0,9,14,0,9,4,5,7,2,0
ужас_NOUN,23,21,2,0,20,3,0,6,3,3,1,5,0
выполнять_VERB,23,12,10,1,7,2,14,5,3,2,2,3,0
всякий_DET,23,14,9,0,21,2,0,3,0,3,1,2,0
побывать_VERB,23,18,5,0,22,1,0,6,3,3,0,4,2
поздно_ADV,23,18,5,0,12,11,0,7,5,2,4,3,0
практически_ADV,23,11,12,0,17,4,2,8,4,4,1,7,0
